key,size_bytes,ingest_date,storage_class
s3://demo-data-lake/bronze/customer/dt=2025-09-24/region=us/customer_20250924_0026.parquet,7877425,2025-09-24,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-24/region=us/customer_20250924_0027.parquet,5855708,2025-09-24,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-24/region=us/customer_20250924_0028.parquet,36981153,2025-09-24,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-24/region=us/customer_20250924_0029.parquet,17477063,2025-09-24,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-24/region=us/customer_20250924_0030.parquet,35839003,2025-09-24,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-24/region=us/customer_20250924_0031.parquet,31523633,2025-09-24,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-24/region=us/customer_20250924_0032.parquet,13760725,2025-09-24,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-24/region=us/customer_20250924_0033.parquet,15144648,2025-09-24,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-24/region=us/customer_20250924_0034.parquet,12868959,2025-09-24,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-24/region=us/customer_20250924_0035.parquet,4828997,2025-09-24,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-24/region=us/customer_20250924_0036.parquet,5437393,2025-09-24,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-24/region=us/customer_20250924_0037.parquet,13435628,2025-09-24,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-24/region=us/customer_20250924_0038.parquet,46795342,2025-09-24,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0000.parquet,26109544,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0001.parquet,1376672,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0002.parquet,43084431,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0003.parquet,3494917,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0004.parquet,44123084,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0005.parquet,41497946,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0006.parquet,46335663,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0007.parquet,32839806,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0008.parquet,31696228,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0009.parquet,34733813,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0010.parquet,32977381,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0011.parquet,31631786,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0012.parquet,7416211,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0013.parquet,2591289,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0014.parquet,38150954,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0015.parquet,20954787,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0016.parquet,10751877,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0017.parquet,31986694,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0018.parquet,18365861,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0019.parquet,1117379,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0020.parquet,3950874,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0021.parquet,6590592,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0022.parquet,49598249,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0023.parquet,38224271,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0024.parquet,11638040,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0025.parquet,32028436,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0026.parquet,8104274,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0027.parquet,24506264,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0028.parquet,20572319,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0029.parquet,6284285,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0030.parquet,48209933,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0031.parquet,25685431,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0032.parquet,638531,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0033.parquet,35586331,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0034.parquet,41097031,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0035.parquet,15291153,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0036.parquet,9281429,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-25/region=us/customer_20250925_0037.parquet,4670523,2025-09-25,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0000.parquet,36386710,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0001.parquet,19101858,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0002.parquet,8973305,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0003.parquet,46055257,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0004.parquet,14484697,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0005.parquet,4156748,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0006.parquet,27362033,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0007.parquet,4509529,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0008.parquet,49215927,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0009.parquet,17587947,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0010.parquet,2151198,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0011.parquet,35001231,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0012.parquet,47322379,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0013.parquet,42594912,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0014.parquet,12046974,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0015.parquet,45191595,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0016.parquet,12608882,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0017.parquet,30995951,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0018.parquet,19800885,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0019.parquet,25989627,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0020.parquet,17603354,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0021.parquet,10971685,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0022.parquet,34494119,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0023.parquet,31231335,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0024.parquet,43692019,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0025.parquet,35150445,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0026.parquet,11518353,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0027.parquet,46189103,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0028.parquet,20594160,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0029.parquet,7987479,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0030.parquet,24833508,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0031.parquet,10160391,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0032.parquet,32446479,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0033.parquet,19778762,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0034.parquet,49270321,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0035.parquet,40181271,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0036.parquet,22381474,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0037.parquet,19888859,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0038.parquet,33608417,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0039.parquet,26505040,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0040.parquet,37757190,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0041.parquet,26047832,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0042.parquet,8012687,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-26/region=us/customer_20250926_0043.parquet,24949222,2025-09-26,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0000.parquet,47620654,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0001.parquet,6095000,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0002.parquet,17966998,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0003.parquet,44069780,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0004.parquet,30384624,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0005.parquet,37921964,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0006.parquet,31243763,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0007.parquet,10079572,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0008.parquet,22214829,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0009.parquet,4959677,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0010.parquet,35531726,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0011.parquet,21717523,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0012.parquet,46960779,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0013.parquet,7455576,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0014.parquet,7625316,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0015.parquet,1034986,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0016.parquet,48523289,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0017.parquet,10074569,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0018.parquet,37622230,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0019.parquet,17407183,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0020.parquet,32978058,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0021.parquet,3691601,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0022.parquet,48994898,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0023.parquet,2955347,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0024.parquet,42056907,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0025.parquet,25639724,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0026.parquet,42227196,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0027.parquet,30607839,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0028.parquet,6050548,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0029.parquet,44293754,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0030.parquet,37561639,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0031.parquet,34300873,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0032.parquet,17753030,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0033.parquet,49902496,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0034.parquet,12757975,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0035.parquet,36618535,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0036.parquet,866445,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0037.parquet,29466253,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0038.parquet,40320043,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0039.parquet,42088645,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-27/region=us/customer_20250927_0040.parquet,45408608,2025-09-27,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0000.parquet,17329331,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0001.parquet,22932591,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0002.parquet,45017091,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0003.parquet,28925775,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0004.parquet,41703511,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0005.parquet,5733333,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0006.parquet,32484554,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0007.parquet,24200196,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0008.parquet,23821825,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0009.parquet,4787031,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0010.parquet,10567984,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0011.parquet,31686412,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0012.parquet,10765203,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0013.parquet,43323655,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0014.parquet,30939070,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0015.parquet,45471743,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0016.parquet,5163223,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0017.parquet,49093410,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0018.parquet,46637230,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0019.parquet,8003902,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0020.parquet,14845830,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0021.parquet,9341556,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0022.parquet,3804439,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0023.parquet,11637953,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0024.parquet,30469990,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0025.parquet,34495401,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0026.parquet,39731126,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0027.parquet,3342226,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0028.parquet,43870502,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0029.parquet,14855185,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0030.parquet,29332432,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0031.parquet,38856003,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0032.parquet,20872672,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0033.parquet,2305986,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0034.parquet,4802997,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0035.parquet,11609790,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0036.parquet,1606362,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0037.parquet,32431279,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0038.parquet,26844648,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0039.parquet,21405062,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-28/region=us/customer_20250928_0040.parquet,26333884,2025-09-28,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-29/region=us/customer_20250929_0000.parquet,39871255,2025-09-29,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-29/region=us/customer_20250929_0001.parquet,15629924,2025-09-29,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-29/region=us/customer_20250929_0002.parquet,5079203,2025-09-29,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-29/region=us/customer_20250929_0003.parquet,31539805,2025-09-29,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-29/region=us/customer_20250929_0004.parquet,12672927,2025-09-29,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-29/region=us/customer_20250929_0005.parquet,9465427,2025-09-29,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-29/region=us/customer_20250929_0006.parquet,13024972,2025-09-29,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-29/region=us/customer_20250929_0007.parquet,32448988,2025-09-29,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-29/region=us/customer_20250929_0008.parquet,13781258,2025-09-29,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-29/region=us/customer_20250929_0009.parquet,7348138,2025-09-29,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-29/region=us/customer_20250929_0010.parquet,988073,2025-09-29,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-29/region=us/customer_20250929_0011.parquet,12423938,2025-09-29,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-29/region=us/customer_20250929_0012.parquet,31475435,2025-09-29,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-29/region=us/customer_20250929_0013.parquet,41192676,2025-09-29,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-29/region=us/customer_20250929_0014.parquet,26782920,2025-09-29,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-29/region=us/customer_20250929_0015.parquet,12442920,2025-09-29,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-29/region=us/customer_20250929_0016.parquet,26554651,2025-09-29,STANDARD
s3://demo-data-lake/bronze/customer/dt=2025-09-29/region=us/customer_20250929_0017.parquet,34981794,2025-09-29,STANDARD
